bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price,day_bought,month_bought,year_bought,yr_diff_renovated,yr_diff_bought,sqrt_diff,sqrt_diff_15,yr_renovated_binary,basement_binary,sqft_living_log,sqft_above_log,sqft_living15_log
3,1.75,1660,9549,1.0,0,0,3,7,1660,0,1956,0,98033,47.6503,-122.198,2090,9549,675000,14,4,2015,0,59,7889,7459,0,0,7.414572881350589,7.414572881350589,7.644919344958857
4,2.5,3370,7200,2.0,0,0,3,8,3370,0,2014,0,98177,47.7698,-122.384,1880,7200,890000,20,11,2014,0,0,3830,5320,0,0,8.122668023346407,8.122668023346407,7.539027055823995
3,1.0,1290,12005,1.0,0,0,4,7,1290,0,1966,0,98033,47.6835,-122.199,1930,8000,658000,8,4,2015,0,49,10715,6070,0,0,7.162397497355718,7.162397497355718,7.5652752818989315
5,3.5,2720,7598,2.0,0,0,3,8,1860,860,1993,0,98115,47.6931,-122.283,2430,7728,690000,26,6,2014,0,21,4878,5298,0,1,7.908387159290043,7.528331766707247,7.795646536334594
4,2.5,3880,7208,2.0,0,0,3,10,3880,0,2006,0,98075,47.5841,-121.971,3280,7221,815000,11,3,2015,0,9,3328,3941,0,0,8.263590432617319,8.263590432617319,8.09559870137819
4,2.25,2520,10370,2.0,0,0,3,9,2520,0,1980,0,98074,47.6377,-122.049,2848,12682,657500,22,1,2015,0,35,7850,9834,0,0,7.832014180505469,7.832014180505469,7.954372272531867
4,3.5,3460,3997,2.0,0,0,3,10,2560,900,2004,0,98103,47.6718,-122.329,1860,4000,1320000,12,5,2014,0,10,537,2140,0,1,8.14902386805177,7.847762537473608,7.528331766707247
4,2.25,2980,8051,1.5,0,2,4,10,2020,960,1935,0,98199,47.6426,-122.409,2760,5499,1160000,5,6,2014,0,79,5071,2739,0,1,7.9996785794994505,7.61085279039525,7.9229859587111955
4,3.75,4130,12320,2.0,0,0,3,11,4130,0,2001,0,98059,47.5194,-122.151,3690,11227,1070000,3,6,2014,0,13,8190,7537,0,0,8.326032685955079,8.326032685955079,8.213381737034572
4,2.75,2820,8009,2.0,0,0,3,9,2820,0,2001,0,98075,47.6,-121.977,2820,7398,682000,15,12,2014,0,13,5189,4578,0,0,7.944492163932159,7.944492163932159,7.944492163932159
4,2.75,2830,10240,2.0,0,0,4,9,2830,0,1998,0,98075,47.5903,-121.986,3490,10240,774000,28,1,2015,0,17,7410,6750,0,0,7.948031990637284,7.948031990637284,8.157657015196472
4,2.5,2700,4004,2.0,0,0,3,9,2700,0,2004,0,98029,47.5521,-121.995,2260,4459,723000,14,5,2014,0,10,1304,2199,0,0,7.90100705199242,7.90100705199242,7.723120092266331
4,2.0,2350,4815,1.5,0,0,4,7,1450,900,1914,0,98103,47.6681,-122.338,1640,4013,767500,8,4,2015,0,101,2465,2373,0,1,7.762170607138205,7.27931883541462,7.402451520818244
4,2.75,2940,4232,2.0,0,0,3,9,2940,0,2004,0,98029,47.5529,-121.99,2410,4000,710000,18,9,2014,0,10,1292,1590,0,0,7.986164860332727,7.986164860332727,7.787382026484701
4,3.5,3080,5250,2.0,0,0,3,9,3080,0,2003,0,98075,47.5992,-121.972,2980,5509,775000,31,7,2014,0,11,2170,2529,0,0,8.03268487596762,8.03268487596762,7.9996785794994505
4,3.5,4060,9486,2.0,0,0,3,10,4060,0,2005,0,98033,47.6634,-122.2,2410,9486,1600000,9,12,2014,0,9,5426,7076,0,0,8.308938252595778,8.308938252595778,7.787382026484701
3,1.75,2320,6400,1.0,0,2,4,8,1420,900,1957,0,98199,47.6449,-122.389,2540,7680,779000,26,8,2014,0,57,4080,5140,0,1,7.749322464660356,7.258412150595307,7.8399193600125825
4,2.0,2580,4500,2.0,0,0,4,9,1850,730,1905,0,98102,47.6245,-122.316,2590,4100,935000,14,4,2015,0,110,1920,1510,0,1,7.855544677915663,7.52294091807237,7.859413154693583
4,1.75,2450,13300,1.0,0,2,4,9,1630,820,1987,0,98006,47.5564,-122.13,3150,15500,760000,20,5,2014,0,27,10850,12350,0,1,7.803843303538772,7.396335293800808,8.055157731819678
5,2.75,3220,5934,2.0,0,0,3,9,3220,0,2006,0,98052,47.7076,-122.101,3100,5934,798000,11,3,2015,0,9,2714,2834,0,0,8.077136638538454,8.077136638538454,8.039157390473237
4,2.5,3270,9578,2.0,0,0,3,9,3270,0,1993,0,98027,47.5373,-122.051,3120,8784,785000,7,11,2014,0,21,6308,5664,0,0,8.0925452638913,8.0925452638913,8.045588280803528
4,2.5,2240,7540,1.0,0,0,3,8,1540,700,1962,0,98115,47.6965,-122.308,1960,7250,654000,24,7,2014,0,52,5300,5290,0,1,7.7142311448490855,7.3395376954076745,7.580699752224563
3,1.75,1680,10500,1.0,0,0,4,8,1680,0,1959,0,98005,47.6098,-122.169,2250,10400,675000,7,5,2014,0,55,8820,8150,0,0,7.426549072397305,7.426549072397305,7.718685495198466
5,2.75,2330,8000,1.0,0,0,4,7,1550,780,1972,0,98052,47.6651,-122.144,1750,8419,665000,4,11,2014,0,42,5670,6669,0,1,7.753623546559746,7.346010209913293,7.4673710669175595
3,2.75,2910,3094,2.0,0,2,5,7,2010,900,1939,0,98125,47.7071,-122.276,2400,7530,780000,4,5,2015,0,76,184,5130,0,1,7.975908360165538,7.605890001053122,7.783224016336037
4,2.5,3150,5979,2.0,0,0,3,9,3150,0,2005,0,98052,47.7082,-122.101,3150,6595,762500,26,8,2014,0,9,2829,3445,0,0,8.055157731819678,8.055157731819678,8.055157731819678
5,3.25,3930,5500,2.0,0,0,3,9,2910,1020,2014,0,98033,47.6802,-122.208,2040,5115,1740000,5,3,2015,0,1,1570,3075,0,1,8.276394704863307,7.975908360165538,7.620705086838262
4,2.5,3160,13063,2.0,0,0,3,10,3160,0,1999,0,98075,47.5996,-122.021,3350,14213,693000,10,12,2014,0,15,9903,10863,0,0,8.058327306580958,8.058327306580958,8.116715624819111
5,3.0,2240,18265,2.0,0,0,4,8,2240,0,1963,0,98027,47.5171,-122.029,1990,18265,805000,26,1,2015,0,52,16025,16275,0,0,7.7142311448490855,7.7142311448490855,7.595889917718538
3,2.25,2060,8640,1.0,0,0,4,8,2060,0,1966,0,98033,47.6534,-122.195,2030,9000,890000,12,6,2014,0,48,6580,6970,0,0,7.630461261783627,7.630461261783627,7.615791072035833
3,2.5,1690,4500,1.5,0,1,4,8,1690,0,1928,0,98116,47.5841,-122.383,2140,7200,719000,8,5,2014,0,86,2810,5060,0,0,7.432483807917119,7.432483807917119,7.668561108015897
3,2.5,2330,3995,2.0,0,0,3,9,2330,0,2006,0,98029,47.5542,-122.001,2330,3740,660000,26,3,2015,0,9,1665,1410,0,0,7.753623546559746,7.753623546559746,7.753623546559746
4,3.5,3020,12750,2.0,0,0,3,10,3020,0,1990,0,98033,47.6524,-122.184,3120,14351,845800,21,11,2014,0,24,9730,11231,0,0,8.013012110368916,8.013012110368916,8.045588280803528
3,1.75,1980,13503,1.0,0,2,4,9,1320,660,1952,0,98008,47.5867,-122.111,2450,10890,810000,13,6,2014,0,62,11523,8440,0,1,7.590852123688581,7.1853870155804165,7.803843303538772
4,2.5,2450,12987,1.0,0,0,4,9,2030,420,1980,0,98007,47.6197,-122.15,2730,13685,836000,12,12,2014,0,34,10537,10955,0,1,7.803843303538772,7.615791072035833,7.912056888179006
3,1.75,1610,8613,1.0,0,0,5,7,1610,0,1962,0,98033,47.6527,-122.195,2010,8670,725000,23,6,2014,0,52,7003,6660,0,0,7.383989457978509,7.383989457978509,7.605890001053122
2,1.75,1660,4000,1.0,0,0,3,7,990,670,1940,0,98112,47.6394,-122.28,2070,4000,765000,26,9,2014,0,74,2340,1930,0,1,7.414572881350589,6.897704943128636,7.635303886259415
3,1.75,1700,8534,1.0,0,0,4,7,1700,0,1953,0,98004,47.6276,-122.205,2100,10443,985000,1,4,2015,0,62,6834,8343,0,0,7.438383530044307,7.438383530044307,7.649692623711514
4,2.5,2660,8469,2.0,0,0,3,10,2660,0,1994,0,98006,47.5529,-122.12,2920,10697,751305,18,11,2014,0,20,5809,7777,0,0,7.886081401775745,7.886081401775745,7.979338895262328
3,2.25,2470,11603,2.0,0,2,3,8,1540,930,1988,0,98052,47.6569,-122.123,2850,11250,736000,24,3,2015,0,27,9133,8400,0,1,7.8119734296220225,7.3395376954076745,7.955074273262696
3,1.75,1830,5120,1.5,0,2,5,8,1830,0,1903,0,98122,47.6051,-122.311,2120,5120,682000,14,5,2014,0,111,3290,3000,0,0,7.512071245835466,7.512071245835466,7.659171367666058
3,1.75,980,6002,1.0,0,0,4,6,980,0,1942,0,98033,47.6643,-122.203,1150,6054,657500,15,8,2014,0,72,5022,4904,0,0,6.887552571664617,6.887552571664617,7.047517221357296
3,3.0,2830,6041,2.0,0,3,3,8,1840,990,1915,0,98118,47.5694,-122.283,3420,6360,1090000,9,2,2015,0,100,3211,2940,0,1,7.948031990637284,7.517520850603031,8.13739583005665
3,1.75,2100,5000,1.5,0,0,3,8,2100,0,1916,0,98117,47.6776,-122.36,1830,4200,700000,10,11,2014,0,98,2900,2370,0,0,7.649692623711514,7.649692623711514,7.512071245835466
3,1.0,1700,6356,1.5,0,0,3,7,1700,0,1907,0,98118,47.5677,-122.281,2080,6000,681000,28,5,2014,0,107,4656,3920,0,0,7.438383530044307,7.438383530044307,7.640123172695364
3,2.5,2820,8159,2.0,0,0,3,9,2820,0,2004,0,98029,47.5527,-121.992,2910,5000,735000,10,7,2014,0,10,5339,2090,0,0,7.944492163932159,7.944492163932159,7.975908360165538
3,2.75,2620,17919,1.0,0,1,4,9,2620,0,1949,0,98039,47.6144,-122.228,3400,14400,1880000,6,11,2014,0,65,15299,11000,0,0,7.8709295967551425,7.8709295967551425,8.131530710604252
3,1.75,1630,9000,1.0,0,0,3,7,960,670,1955,0,98004,47.6023,-122.205,1880,9000,725000,11,3,2015,0,60,7370,7120,0,1,7.396335293800808,6.866933284461882,7.539027055823995
4,3.5,4020,13515,2.0,0,0,3,11,4020,0,2001,0,98004,47.6462,-122.212,3930,13515,1690000,3,10,2014,0,13,9495,9585,0,0,8.299037181613066,8.299037181613066,8.276394704863307
4,3.25,3270,6027,2.0,0,0,3,10,3270,0,2001,0,98074,47.6346,-122.063,3270,6546,835000,4,8,2014,0,13,2757,3276,0,0,8.0925452638913,8.0925452638913,8.0925452638913
5,2.25,2020,8400,1.0,0,0,4,7,1010,1010,1963,0,98040,47.5763,-122.219,1890,9233,750000,4,12,2014,0,51,6380,7343,0,1,7.61085279039525,6.917705609835305,7.5443321080536885
2,1.0,1700,3040,1.5,0,0,3,8,1460,240,1914,0,98119,47.6442,-122.369,1620,3230,710000,7,4,2015,0,101,1340,1610,0,1,7.438383530044307,7.286191714702382,7.3901814282264295
5,3.25,3410,9088,2.0,0,3,3,9,2760,650,1912,0,98119,47.6285,-122.361,3540,7100,2400000,4,6,2014,0,102,5678,3560,0,1,8.134467570277563,7.9229859587111955,8.17188200612782
4,2.5,4090,11225,2.0,0,0,3,10,4090,0,2005,0,98075,47.581,-121.971,3510,8762,885000,28,8,2014,0,9,7135,5252,0,0,8.316300249036848,8.316300249036848,8.163371316459912
4,2.5,3340,8930,2.0,0,2,3,10,3340,0,1999,0,98065,47.535,-121.867,3160,7865,720000,10,7,2014,0,15,5590,4705,0,0,8.113726085970747,8.113726085970747,8.058327306580958
5,4.0,3460,5400,2.0,0,0,3,10,2830,630,2012,0,98056,47.5201,-122.204,1890,5400,980000,10,4,2015,0,3,1940,3510,0,1,8.14902386805177,7.948031990637284,7.5443321080536885
2,1.0,1580,2199,2.0,0,2,3,8,1580,0,1921,1995,98103,47.6541,-122.329,2170,4405,720000,13,11,2014,74,93,619,2235,1,0,7.365180126021013,7.365180126021013,7.682482446534506
4,2.5,2650,11108,2.0,0,0,3,10,2650,0,1987,0,98074,47.6304,-122.051,2650,11585,672500,15,4,2015,0,28,8458,8935,0,0,7.882314918980268,7.882314918980268,7.882314918980268
5,3.0,2876,13927,1.0,0,2,4,9,1970,906,1973,0,98040,47.5528,-122.229,3500,14454,895000,21,5,2014,0,41,11051,10954,0,1,7.964155718840937,7.585788821732034,8.160518247477505
4,2.25,2290,9546,1.0,0,0,4,8,1780,510,1976,0,98006,47.5617,-122.13,2360,8864,668500,26,9,2014,0,38,7256,6504,0,1,7.736307096548285,7.484368643286131,7.7664168980196555
3,2.5,2100,4440,2.0,0,4,3,7,2100,0,1945,0,98116,47.5865,-122.397,2100,6000,800000,28,4,2015,0,70,2340,3900,0,0,7.649692623711514,7.649692623711514,7.649692623711514
3,2.5,2740,5925,2.0,0,2,3,10,2740,0,1913,1992,98112,47.6313,-122.303,2740,5948,1160000,24,6,2014,79,101,3185,3208,1,0,7.9157131993821155,7.9157131993821155,7.9157131993821155
4,2.5,2020,9600,2.0,0,0,4,7,2020,0,1954,0,98136,47.5434,-122.395,2250,8550,689000,26,9,2014,0,60,7580,6300,0,0,7.61085279039525,7.61085279039525,7.718685495198466
5,3.25,4020,4500,2.0,0,0,3,9,3120,900,2010,0,98004,47.6349,-122.204,3550,5775,1420000,28,10,2014,0,4,480,2225,0,1,8.299037181613066,8.045588280803528,8.174702882469461
4,2.25,2910,10189,2.0,0,0,3,9,2910,0,1988,0,98006,47.5465,-122.155,2780,10125,998000,16,12,2014,0,26,7279,7345,0,0,7.975908360165538,7.975908360165538,7.930206206684683
4,2.5,3030,10189,1.0,0,0,3,9,2380,650,2003,0,98004,47.6367,-122.206,1940,10189,1470000,20,11,2014,0,11,7159,8249,0,1,8.016317898503415,7.77485576666552,7.570443252057374
4,1.75,2190,9400,1.0,0,0,4,7,1450,740,1962,0,98033,47.6531,-122.196,1980,9000,725000,1,8,2014,0,52,7210,7020,0,1,7.691656822810547,7.27931883541462,7.590852123688581
4,1.5,2100,4560,1.5,0,0,4,8,2100,0,1912,0,98103,47.6497,-122.336,1930,4560,1000000,4,5,2015,0,103,2460,2630,0,0,7.649692623711514,7.649692623711514,7.5652752818989315
4,2.5,2510,4543,2.0,0,0,3,8,2510,0,2002,0,98075,47.5962,-122.039,2550,4675,660000,9,7,2014,0,12,2033,2125,0,0,7.828038032125829,7.828038032125829,7.843848638152472
4,3.25,3990,9786,2.0,0,0,3,9,3990,0,2004,0,98053,47.6784,-122.026,3920,8200,866000,7,7,2014,0,10,5796,4280,0,0,8.29154650988391,8.29154650988391,8.273846932784508
3,2.0,2350,5700,1.5,0,0,4,8,1810,540,1939,0,98112,47.639,-122.31,2170,6000,770000,5,5,2014,0,75,3350,3830,0,1,7.762170607138205,7.501082124259871,7.682482446534506
4,3.25,3500,10260,2.0,0,0,3,10,3500,0,1987,0,98008,47.5902,-122.13,3500,10658,798000,24,7,2014,0,27,6760,7158,0,0,8.160518247477505,8.160518247477505,8.160518247477505
3,2.5,2700,8444,2.0,0,0,3,10,2700,0,1992,0,98006,47.5597,-122.113,2840,9165,765000,8,10,2014,0,22,5744,6325,0,0,7.90100705199242,7.90100705199242,7.951559331155252
3,2.25,2610,9409,1.0,1,4,4,8,2610,0,1963,0,98075,47.5789,-122.076,2970,9156,1520000,11,8,2014,0,51,6799,6186,0,0,7.867105500316739,7.867105500316739,7.996317231796746
4,1.75,2220,7230,1.0,0,1,3,8,1280,940,1950,0,98125,47.7065,-122.279,2210,7230,675000,2,2,2015,0,65,5010,5020,0,1,7.705262474866325,7.154615356913663,7.700747794511798
4,2.5,2700,9320,2.0,0,0,4,8,2700,0,1994,0,98033,47.6861,-122.198,2120,8056,837500,4,6,2014,0,20,6620,5936,0,0,7.90100705199242,7.90100705199242,7.659171367666058
3,2.5,2100,4097,2.0,0,0,3,9,2100,0,2008,0,98004,47.5983,-122.2,1820,4764,990400,19,2,2015,0,7,1997,2944,0,0,7.649692623711514,7.649692623711514,7.506591780070841
2,2.0,2360,11340,1.5,0,0,3,9,2360,0,1997,0,98040,47.5835,-122.227,3030,11340,1090000,8,7,2014,0,17,8980,8310,0,0,7.7664168980196555,7.7664168980196555,8.016317898503415
4,3.75,2690,4000,2.0,0,3,4,9,2120,570,1909,1989,98119,47.6418,-122.372,2830,4000,800000,11,6,2014,80,105,1310,1170,1,1,7.897296472595885,7.659171367666058,7.948031990637284
4,3.25,3190,11774,2.0,1,4,3,8,2610,580,1956,1991,98178,47.5033,-122.225,2240,8725,1100000,17,7,2014,35,58,8584,6485,1,1,8.06777619577889,7.867105500316739,7.7142311448490855
4,3.0,3150,9318,2.0,0,0,3,9,3150,0,2001,0,98075,47.5959,-122.018,3150,9318,705000,3,9,2014,0,13,6168,6168,0,0,8.055157731819678,8.055157731819678,8.055157731819678
4,1.75,2170,9525,1.0,0,0,3,8,2170,0,1960,0,98040,47.5685,-122.217,1910,9525,842000,16,7,2014,0,54,7355,7615,0,0,7.682482446534506,7.682482446534506,7.554858521040676
3,2.5,2160,8809,1.0,0,0,3,9,1540,620,2014,0,98103,47.6994,-122.349,930,5420,730000,31,10,2014,0,0,6649,4490,0,1,7.67786350067821,7.3395376954076745,6.835184586147301
5,3.0,2640,3200,2.0,0,0,4,7,2140,500,1906,0,98112,47.6188,-122.308,1540,2242,739375,18,7,2014,0,108,560,702,0,1,7.878534196140362,7.668561108015897,7.3395376954076745
3,2.0,1760,16928,1.0,0,0,3,7,1760,0,1953,0,98004,47.6363,-122.202,3430,10059,810000,13,1,2015,0,62,15168,6629,0,0,7.473069088032197,7.473069088032197,8.140315540159985
3,2.0,1840,4750,1.0,0,0,5,7,1010,830,1951,0,98117,47.6862,-122.395,1760,5510,730001,27,5,2014,0,63,2910,3750,0,1,7.517520850603031,6.917705609835305,7.473069088032197
3,2.5,1730,3000,2.0,0,0,3,8,1730,0,1996,0,98103,47.6532,-122.34,1730,1774,665000,16,7,2014,0,18,1270,44,0,0,7.455876687491824,7.455876687491824,7.455876687491824
4,2.5,2180,3375,1.5,0,0,4,7,1420,760,1926,0,98117,47.6846,-122.361,1560,3375,657000,25,6,2014,0,88,1195,1815,0,1,7.687080155783135,7.258412150595307,7.352441100243583
4,2.25,2120,3794,2.0,0,0,4,7,1420,700,1926,0,98117,47.6893,-122.359,1420,3840,720168,8,12,2014,0,88,1674,2420,0,1,7.659171367666058,7.258412150595307,7.258412150595307
3,2.0,2130,5000,1.5,0,0,5,7,1330,800,1925,0,98107,47.6746,-122.362,2010,5000,652000,2,10,2014,0,89,2870,2990,0,1,7.6638772587034705,7.1929342212158,7.605890001053122
3,2.5,2780,5467,2.0,0,2,3,9,2780,0,2000,0,98126,47.5791,-122.378,2630,5000,775000,22,10,2014,0,14,2687,2370,0,0,7.930206206684683,7.930206206684683,7.874739125171811
3,2.0,2680,8429,1.0,0,0,4,9,1880,800,1950,1991,98038,47.372,-122.036,1570,8640,653000,29,10,2014,41,64,5749,7070,1,1,7.893572073504902,7.539027055823995,7.358830898342354
3,2.0,2600,6600,2.0,0,4,3,10,1930,670,1970,2014,98122,47.6055,-122.285,2670,6270,1700000,5,1,2015,44,45,4000,3600,1,1,7.8632667240095735,7.5652752818989315,7.8898337513942955
4,3.25,4060,13000,2.0,0,3,3,11,4060,0,2000,0,98040,47.581,-122.246,3220,13800,1800000,27,5,2014,0,14,8940,10580,0,0,8.308938252595778,8.308938252595778,8.077136638538454
3,2.0,2260,7200,1.0,0,3,3,7,1130,1130,1941,0,98144,47.5886,-122.288,2260,6000,759000,30,10,2014,0,73,4940,3740,0,1,7.723120092266331,7.029972911706386,7.723120092266331
3,2.25,2430,8327,1.0,0,0,4,9,1430,1000,1978,0,98006,47.5534,-122.16,2550,10427,690000,27,8,2014,0,36,5897,7877,0,1,7.795646536334594,7.265429723253953,7.843848638152472
5,2.5,2750,6000,1.5,0,0,3,8,1750,1000,1904,1994,98103,47.6729,-122.334,1520,4158,980000,14,7,2014,90,110,3250,2638,1,1,7.919356190660617,7.4673710669175595,7.326465613840322
4,2.75,2720,3840,2.0,0,0,3,8,1790,930,1920,2009,98107,47.6624,-122.361,1360,3880,860000,6,5,2015,89,95,1120,2520,1,1,7.908387159290043,7.489970898834801,7.215239978730097
4,2.5,2190,12690,1.0,0,2,3,8,1170,1020,1973,0,98033,47.6627,-122.189,2630,10843,833000,30,3,2015,0,42,10500,8213,0,1,7.691656822810547,7.064759027791802,7.874739125171811
3,2.5,1950,3730,2.0,0,0,3,9,1950,0,1996,0,98033,47.6731,-122.199,2080,4000,899000,26,2,2015,0,19,1780,1920,0,0,7.575584651557793,7.575584651557793,7.640123172695364
4,2.5,2040,5000,1.5,0,0,5,7,1180,860,1924,0,98117,47.6786,-122.36,1540,5000,775000,23,2,2015,0,91,2960,3460,0,1,7.620705086838262,7.07326971745971,7.3395376954076745
4,2.25,3470,8000,1.5,0,1,3,9,2360,1110,1906,2002,98122,47.6149,-122.287,3010,8000,1730000,14,7,2014,96,108,4530,4990,1,1,8.151909872940905,7.7664168980196555,8.009695357742922
3,2.25,2230,11835,1.0,0,0,5,8,1630,600,1974,0,98006,47.563,-122.178,2190,10384,652450,3,12,2014,0,40,9605,8194,0,1,7.709756864454165,7.396335293800808,7.691656822810547
4,2.5,2310,5526,2.0,0,0,3,9,2310,0,2003,0,98074,47.6299,-122.02,2500,5769,651100,30,3,2015,0,12,3216,3269,0,0,7.745002803515839,7.745002803515839,7.824046010856292
4,2.25,2860,10702,2.0,0,0,3,10,2860,0,1982,0,98004,47.6451,-122.189,2890,10572,1200000,18,2,2015,0,33,7842,7682,0,0,7.958576903813898,7.958576903813898,7.969011781106478
4,2.25,2360,2500,2.0,0,3,3,8,1520,840,2001,0,98117,47.6771,-122.358,1810,3900,695000,8,12,2014,0,13,140,2090,0,1,7.7664168980196555,7.326465613840322,7.501082124259871
4,3.5,3280,6603,2.0,0,0,3,10,3280,0,2007,0,98027,47.5642,-122.126,3280,7333,963000,16,6,2014,0,7,3323,4053,0,0,8.09559870137819,8.09559870137819,8.09559870137819
4,3.25,3570,14408,2.0,0,2,3,10,3570,0,2006,0,98065,47.536,-121.857,4100,14577,942500,24,10,2014,0,8,10838,10477,0,0,8.180320874773685,8.180320874773685,8.318742252692399
4,3.25,3780,11200,2.0,0,0,3,11,3780,0,2002,0,98059,47.521,-122.15,3720,11813,1030000,5,9,2014,0,12,7420,8093,0,0,8.237479288613633,8.237479288613633,8.221478947267192
3,1.75,2870,5000,1.5,0,0,4,8,1840,1030,1907,0,98144,47.5788,-122.292,2200,5000,802000,22,6,2014,0,107,2130,2800,0,1,7.962067308753666,7.517520850603031,7.696212639346407
3,3.0,2560,3600,2.0,0,0,3,10,2110,450,1994,0,98119,47.633,-122.37,2160,3600,925000,15,8,2014,0,20,1040,1440,0,1,7.847762537473608,7.6544432264701125,7.67786350067821
3,2.0,1600,9638,1.0,0,0,5,7,1600,0,1952,0,98040,47.5753,-122.224,1800,11400,785000,4,4,2015,0,63,8038,9600,0,0,7.3777589082278725,7.3777589082278725,7.495541943884256
4,1.75,2100,3400,1.0,0,0,5,7,1100,1000,1915,0,98119,47.6429,-122.371,1890,3771,750000,14,10,2014,0,99,1300,1881,0,1,7.649692623711514,7.003065458786462,7.5443321080536885
5,3.0,3420,18129,2.0,0,0,3,9,2540,880,1952,2005,98040,47.5333,-122.217,3750,16316,1200000,3,7,2014,53,62,14709,12566,1,1,8.13739583005665,7.8399193600125825,8.229511118964457
4,2.0,2180,6000,1.5,0,0,3,8,2060,120,1927,0,98144,47.5958,-122.306,1370,4500,677000,30,3,2015,0,88,3820,3130,0,1,7.687080155783135,7.630461261783627,7.222566018822171
3,2.5,2980,7202,2.0,0,0,3,8,2980,0,1999,0,98033,47.6769,-122.177,2430,7280,817250,27,3,2015,0,16,4222,4850,0,0,7.9996785794994505,7.9996785794994505,7.795646536334594
3,2.25,3330,15258,2.0,0,0,3,10,3330,0,1986,0,98077,47.7262,-122.06,3360,14850,762500,25,7,2014,0,28,11928,11490,0,0,8.110727582974489,8.110727582974489,8.11969625295725
4,2.75,3090,6200,2.0,0,0,3,9,3090,0,2014,0,98006,47.5538,-122.189,2890,10108,908950,9,1,2015,0,1,3110,7218,0,0,8.035926369891792,8.035926369891792,7.969011781106478
4,2.75,3000,6222,2.0,0,0,3,9,3000,0,2004,0,98029,47.5582,-122.025,3340,7222,705000,15,12,2014,0,10,3222,3882,0,0,8.006367567650246,8.006367567650246,8.113726085970747
4,2.5,3190,7869,2.0,0,2,3,9,3190,0,2001,0,98065,47.5317,-121.866,2630,6739,725995,2,6,2014,0,13,4679,4109,0,0,8.06777619577889,8.06777619577889,7.874739125171811
4,2.5,3070,5936,2.0,0,0,3,9,3070,0,2005,0,98075,47.5902,-121.988,3160,5936,731000,20,8,2014,0,9,2866,2776,0,0,8.029432840581244,8.029432840581244,8.058327306580958
4,3.75,3730,17000,2.0,0,3,4,10,2820,910,1986,0,98040,47.5355,-122.242,3880,15550,1560000,1,5,2015,0,29,13270,11670,0,1,8.224163512637862,7.944492163932159,8.263590432617319
4,3.5,3670,4960,2.0,0,0,3,9,2870,800,2005,0,98177,47.7022,-122.374,1520,6335,796000,22,7,2014,0,9,1290,4815,0,1,8.207946941048617,7.962067308753666,7.326465613840322
3,2.5,1940,4000,2.0,0,0,4,9,1940,0,2000,0,98199,47.659,-122.398,1410,4000,807000,28,4,2015,0,15,2060,2590,0,0,7.570443252057374,7.570443252057374,7.251344983372214
3,2.0,2050,3933,1.0,0,0,3,8,1180,870,1926,2001,98112,47.6436,-122.303,1940,4000,724800,16,5,2014,75,88,1883,2060,1,1,7.6255950721324535,7.07326971745971,7.570443252057374
3,1.75,1480,7000,1.0,0,2,3,8,1480,0,1963,0,98122,47.6018,-122.291,1850,4000,685000,6,11,2014,0,51,5520,2150,0,0,7.299797366758161,7.299797366758161,7.52294091807237
3,2.25,2880,6092,2.0,0,4,4,8,1920,960,1983,0,98116,47.5878,-122.381,2880,5308,1050000,27,4,2015,0,32,3212,2428,0,1,7.965545573129992,7.560080465021827,7.965545573129992
4,2.25,2590,13894,2.0,0,0,4,9,2590,0,1975,0,98005,47.6351,-122.165,2720,13894,925000,12,4,2015,0,40,11304,11174,0,0,7.859413154693583,7.859413154693583,7.908387159290043
3,1.75,2430,4524,1.5,0,0,4,7,1830,600,1924,0,98103,47.674,-122.35,1610,4100,780000,20,10,2014,0,90,2094,2490,0,1,7.795646536334594,7.512071245835466,7.383989457978509
5,2.75,2830,5310,2.0,0,0,3,9,2830,0,2006,0,98052,47.7074,-122.101,3150,6581,725000,16,5,2014,0,8,2480,3431,0,0,7.948031990637284,7.948031990637284,8.055157731819678
4,2.25,2870,6280,1.5,0,0,4,9,1980,890,1905,0,98112,47.6329,-122.31,2370,4760,1330000,20,6,2014,0,109,3410,2390,0,1,7.962067308753666,7.590852123688581,7.7706452341291765
4,2.5,3350,4501,2.0,0,0,3,9,2640,710,2002,0,98117,47.688,-122.379,1000,4500,925000,21,4,2015,0,13,1151,3500,0,1,8.116715624819111,7.878534196140362,6.907755278982137
4,2.5,2750,4800,2.0,0,0,3,9,1960,790,1905,2005,98103,47.6709,-122.337,2400,5300,1030000,13,6,2014,100,109,2050,2900,1,1,7.919356190660617,7.580699752224563,7.783224016336037
4,2.5,3270,9650,1.0,0,3,4,9,2320,950,1971,0,98166,47.409,-122.333,2340,17357,700000,9,1,2015,0,44,6380,15017,0,1,8.0925452638913,7.749322464660356,7.757906208351747
4,1.5,1850,3600,2.0,0,0,3,8,1660,190,1929,0,98112,47.6376,-122.307,1970,3600,920000,16,4,2015,0,86,1750,1630,0,1,7.52294091807237,7.414572881350589,7.585788821732034
4,2.25,2240,9990,2.0,0,0,4,10,2240,0,1967,0,98040,47.5516,-122.217,2600,11480,975000,13,3,2015,0,48,7750,8880,0,0,7.7142311448490855,7.7142311448490855,7.8632667240095735
