bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price,day_bought,month_bought,yr_diff_renovated,yr_diff_bought,sqrt_diff,sqrt_diff_15,sqft_living_log,sqft_above_log,sqft_living15_log,0,1,2014,2015,0,1,0,1,0,1
3,3.0,1520,7500,1.0,0,3,7,1180,340,1967,0,98034,47.7276,-122.181,2080,8000,460000,8,5,0,48,5980,5920,7.326465613840322,7.07326971745971,7.640123172695364,1,0,0,1,1,0,0,1,1,0
3,1.0,1070,6440,1.0,0,4,7,1070,0,1971,0,98023,47.3186,-122.373,1190,6532,194000,29,7,0,43,5370,5342,6.975413927455952,6.975413927455952,7.081708586105575,1,0,1,0,1,0,1,0,1,0
4,2.0,2440,9600,1.0,0,5,7,1220,1220,1963,0,98031,47.4142,-122.179,1370,9600,274700,15,7,0,51,7160,8230,7.799753318287247,7.106606137727303,7.222566018822171,1,0,1,0,1,0,0,1,1,0
4,2.5,2660,3672,2.0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,1510,3825,900000,17,3,0,105,1012,2315,7.886081401775745,7.495541943884256,7.31986492980897,1,0,0,1,1,0,0,1,0,1
3,2.5,2010,3667,2.0,0,3,9,2010,0,2008,0,98027,47.545,-122.015,2350,3600,605000,3,9,0,6,1657,1250,7.605890001053122,7.605890001053122,7.762170607138205,1,0,1,0,1,0,1,0,1,0
3,2.5,1450,3850,2.0,0,3,7,1450,0,2004,0,98065,47.5318,-121.85,1970,3748,359000,9,3,0,11,2400,1778,7.27931883541462,7.27931883541462,7.585788821732034,1,0,0,1,1,0,1,0,1,0
3,1.75,1400,9900,1.0,0,3,7,1400,0,1951,0,98004,47.6272,-122.209,1810,10796,850000,8,10,0,63,8500,8986,7.24422751560335,7.24422751560335,7.501082124259871,1,0,1,0,1,0,1,0,1,0
3,2.0,1500,2500,2.0,0,3,8,1500,0,2002,0,98107,47.6748,-122.385,1550,5000,505000,21,8,0,12,1000,3450,7.313220387090301,7.313220387090301,7.346010209913293,1,0,1,0,1,0,1,0,0,1
3,2.5,2500,7394,2.0,0,3,9,2500,0,1990,0,98072,47.7441,-122.173,2790,7642,565000,9,7,0,24,4894,4852,7.824046010856292,7.824046010856292,7.933796874815411,1,0,1,0,1,0,1,0,1,0
2,1.75,1280,7110,1.0,0,4,7,1000,280,1955,0,98118,47.5569,-122.273,1550,6835,585000,29,4,0,60,5830,5285,7.154615356913663,6.907755278982137,7.346010209913293,1,0,0,1,1,0,0,1,0,1
4,3.25,3380,7500,2.0,3,3,7,2420,960,1990,0,98198,47.4092,-122.33,1920,7500,328000,30,4,0,25,4120,5580,8.125630988477065,7.791522819150732,7.560080465021827,1,0,0,1,1,0,0,1,0,1
4,2.5,3060,7140,2.0,0,3,9,3060,0,2006,0,98027,47.5393,-121.998,3240,6218,826000,26,6,0,8,4080,2978,8.026170194946426,8.026170194946426,8.083328608786376,1,0,1,0,1,0,1,0,1,0
3,3.5,3250,6000,2.0,0,3,10,2500,750,2001,0,98136,47.5533,-122.391,1650,6000,875000,5,6,0,13,2750,4350,8.086410275323782,7.824046010856292,7.408530566894626,1,0,1,0,1,0,0,1,0,1
4,2.25,2530,9200,1.0,0,5,9,1570,960,1976,0,98006,47.5612,-122.152,3030,9400,902000,23,5,0,38,6670,6370,7.835974581721566,7.358830898342354,8.016317898503415,1,0,1,0,1,0,0,1,1,0
3,1.0,1830,13900,1.0,0,3,7,1830,0,1951,0,98133,47.7654,-122.352,1840,10667,423000,1,10,0,63,12070,8827,7.512071245835466,7.512071245835466,7.517520850603031,1,0,1,0,1,0,1,0,0,1
3,1.0,1170,11100,1.0,0,4,6,1170,0,1968,0,98059,47.4954,-122.164,2080,8481,235000,23,6,0,46,9930,6401,7.064759027791802,7.064759027791802,7.640123172695364,1,0,1,0,1,0,1,0,1,0
2,1.0,1230,7560,1.0,0,3,7,1230,0,1961,0,98133,47.7298,-122.34,1270,7560,343000,16,10,0,53,6330,6290,7.114769448366463,7.114769448366463,7.146772179452637,1,0,1,0,1,0,1,0,0,1
3,2.5,1620,2930,2.0,0,3,8,1620,0,2002,0,98058,47.4491,-122.12,1900,2943,334950,24,3,0,13,1310,1043,7.390181428226429,7.390181428226429,7.549609165154532,1,0,0,1,1,0,1,0,1,0
3,1.75,1760,5355,1.0,0,3,7,1160,600,1956,0,98118,47.5368,-122.267,1790,6225,405000,9,9,0,58,3595,4435,7.473069088032197,7.05617528410041,7.489970898834801,1,0,1,0,1,0,0,1,0,1
4,1.0,1440,8250,1.0,0,3,7,1440,0,1959,0,98188,47.4325,-122.291,1440,8466,220000,15,12,0,55,6810,7026,7.272398392570047,7.272398392570047,7.272398392570047,1,0,1,0,1,0,1,0,0,1
2,1.0,1740,8100,1.0,0,3,6,1050,690,1947,0,98168,47.4942,-122.304,960,8100,173000,2,10,0,67,6360,7140,7.461640392208575,6.956545443151569,6.866933284461882,1,0,1,0,1,0,0,1,0,1
3,1.0,1270,3600,1.5,0,3,7,1270,0,1906,0,98119,47.6368,-122.37,1710,3600,655000,7,11,0,108,2330,1890,7.146772179452637,7.146772179452637,7.444248649496705,1,0,1,0,1,0,1,0,0,1
2,1.0,880,3000,1.0,0,3,6,880,0,1924,0,98115,47.6749,-122.323,890,3000,406000,7,1,0,91,2120,2110,6.779921907472252,6.779921907472252,6.7912214627261855,1,0,0,1,1,0,1,0,0,1
6,2.5,2560,8320,1.0,0,3,7,1370,1190,1961,0,98125,47.7021,-122.287,2360,7800,632000,17,12,0,53,5760,5440,7.847762537473608,7.222566018822171,7.766416898019655,1,0,1,0,1,0,0,1,0,1
5,2.75,1540,4000,1.0,0,3,7,1140,400,1990,0,98106,47.533,-122.354,1630,4000,357000,26,11,0,24,2460,2370,7.339537695407674,7.038783541388542,7.396335293800808,1,0,1,0,1,0,0,1,0,1
3,1.75,1150,17585,1.0,0,3,7,1150,0,1964,0,98014,47.6503,-121.908,1200,7500,361000,9,12,0,50,16435,6300,7.047517221357296,7.047517221357296,7.090076835776092,1,0,1,0,1,0,1,0,1,0
2,1.0,770,8149,1.0,0,3,6,770,0,1948,0,98155,47.7458,-122.298,1160,8149,277000,8,7,0,66,7379,6989,6.646390514847729,6.646390514847729,7.05617528410041,1,0,1,0,1,0,1,0,0,1
3,2.5,1850,4597,2.0,0,3,8,1850,0,2003,0,98042,47.3755,-122.136,2210,5000,254000,9,5,0,11,2747,2790,7.52294091807237,7.52294091807237,7.700747794511798,1,0,1,0,1,0,1,0,1,0
3,2.25,1840,8400,1.0,0,3,8,1290,550,1961,0,98006,47.5497,-122.172,2110,8400,472800,13,11,0,53,6560,6290,7.517520850603031,7.162397497355718,7.654443226470112,1,0,1,0,1,0,0,1,1,0
3,1.75,1490,3800,1.0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000,263000,22,9,0,101,2310,1820,7.306531398939505,6.551080335043404,7.687080155783135,1,0,1,0,1,0,0,1,0,1
3,1.75,1490,3800,1.0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000,510000,4,5,0,102,2310,1820,7.306531398939505,6.551080335043404,7.687080155783135,1,0,0,1,1,0,0,1,0,1
3,1.0,960,10125,1.0,0,4,7,960,0,1952,0,98003,47.3335,-122.305,1250,9769,179950,7,11,0,62,9165,8519,6.866933284461882,6.866933284461882,7.1308988302963465,1,0,1,0,1,0,1,0,1,0
4,2.25,1580,7307,1.0,0,3,8,1160,420,1973,0,98027,47.569,-122.086,2020,7458,525000,3,12,0,41,5727,5438,7.365180126021013,7.05617528410041,7.61085279039525,1,0,1,0,1,0,0,1,1,0
3,2.5,1260,889,3.0,0,3,8,1260,0,2008,0,98109,47.6277,-122.345,1340,1324,479000,20,5,0,6,-371,-16,7.138866999945524,7.138866999945524,7.200424892944957,1,0,1,0,1,0,1,0,0,1
3,2.0,1940,6440,1.0,2,5,7,970,970,1940,0,98116,47.5664,-122.389,1730,4640,651000,4,9,0,74,4500,2910,7.570443252057374,6.877296071497429,7.455876687491824,1,0,1,0,1,0,0,1,0,1
4,1.75,2490,7834,1.0,3,4,8,1240,1250,1958,0,98033,47.6851,-122.209,3210,7834,949000,11,9,0,56,5344,4624,7.820037989458753,7.122866658599083,8.07402621612406,1,0,1,0,1,0,0,1,1,0
4,1.75,1760,5356,1.0,0,4,7,920,840,1950,0,98115,47.679,-122.288,1680,5184,585000,5,11,0,64,3596,3504,7.473069088032197,6.824373670043086,7.426549072397305,1,0,1,0,1,0,0,1,0,1
4,2.5,4190,7504,2.0,0,3,7,4190,0,2004,0,98058,47.4394,-122.114,2480,6727,460000,12,12,0,10,3314,4247,8.340456012916183,8.340456012916183,7.8160138391590275,1,0,1,0,1,0,1,0,1,0
3,1.0,1170,4400,1.0,0,3,7,870,300,1951,0,98199,47.6584,-122.391,1240,4400,470000,13,8,0,63,3230,3160,7.064759027791802,6.76849321164863,7.122866658599083,1,0,1,0,1,0,0,1,0,1
3,2.5,1600,4271,2.0,0,3,7,1600,0,2003,0,98038,47.386,-122.036,1520,3225,245000,6,4,0,12,2671,1705,7.377758908227872,7.377758908227872,7.326465613840322,1,0,0,1,1,0,1,0,1,0
3,2.5,2090,8653,2.0,0,3,8,2090,0,1989,0,98011,47.7498,-122.184,2090,6396,455000,13,11,0,25,6563,4306,7.644919344958857,7.644919344958857,7.644919344958857,1,0,1,0,1,0,1,0,1,0
4,2.5,2320,3974,2.0,0,3,7,2320,0,1999,0,98065,47.532,-121.88,2620,4539,485500,8,4,0,16,1654,1919,7.749322464660356,7.749322464660356,7.8709295967551425,1,0,0,1,1,0,1,0,1,0
5,3.25,4110,7920,2.0,3,3,9,3150,960,1921,0,98122,47.617,-122.282,3890,7800,1880000,22,12,0,93,3810,3910,8.32117830749028,8.055157731819678,8.266164436612492,1,0,1,0,1,0,0,1,0,1
4,3.5,3660,14401,2.0,0,3,10,2660,1000,1994,0,98023,47.3076,-122.396,2780,10653,475000,10,10,0,20,10741,7873,8.205218426395412,7.886081401775745,7.930206206684683,1,0,1,0,1,0,0,1,1,0
4,2.5,2180,7210,1.0,0,3,7,1190,990,1972,0,98011,47.7419,-122.181,2070,7210,330000,19,2,0,43,5030,5140,7.687080155783135,7.081708586105575,7.635303886259415,1,0,0,1,1,0,0,1,1,0
3,1.0,1110,7520,1.0,0,4,7,1110,0,1960,0,98033,47.683,-122.176,1440,8400,130000,9,2,0,55,6410,6960,7.01211529430638,7.01211529430638,7.272398392570047,1,0,0,1,1,0,1,0,1,0
3,2.5,2280,7417,2.0,0,3,8,2280,0,1998,0,98001,47.3557,-122.278,2370,6443,320000,23,6,0,16,5137,4073,7.731930721948486,7.731930721948486,7.770645234129176,1,0,1,0,1,0,1,0,1,0
4,2.5,2820,6180,2.0,0,3,9,2050,770,2013,0,98118,47.5529,-122.281,1390,4635,735000,6,6,0,1,3360,3245,7.944492163932159,7.625595072132453,7.237059026124737,1,0,1,0,1,0,0,1,0,1
4,2.5,1570,9600,1.0,0,3,7,800,770,1972,0,98155,47.7757,-122.303,1340,9110,365000,12,3,0,43,8030,7770,7.358830898342354,6.684611727667927,7.200424892944957,1,0,0,1,1,0,0,1,0,1
3,1.5,1200,11935,1.0,0,4,7,1200,0,1968,0,98042,47.3434,-122.082,1350,11935,234000,16,4,0,47,10735,10585,7.090076835776092,7.090076835776092,7.2078598714324755,1,0,0,1,1,0,1,0,1,0
4,2.0,1710,8288,1.5,0,3,7,1710,0,1970,0,98031,47.3947,-122.174,1710,7200,211000,27,8,0,44,6578,5490,7.444248649496705,7.444248649496705,7.444248649496705,1,0,1,0,1,0,1,0,1,0
6,3.5,3000,6320,2.0,2,3,8,2400,600,1969,0,98118,47.562,-122.279,1720,6360,680000,30,3,0,46,3320,4640,8.006367567650246,7.783224016336037,7.450079569807499,1,0,0,1,1,0,0,1,0,1
4,3.0,2800,7845,2.0,0,3,8,2800,0,2002,0,98038,47.3544,-122.013,2800,6977,457000,12,11,0,12,5045,4177,7.937374696163295,7.937374696163295,7.937374696163295,1,0,1,0,1,0,1,0,1,0
3,2.25,1640,7261,2.0,0,3,7,1640,0,1989,0,98034,47.7192,-122.176,1640,6789,349000,9,10,0,25,5621,5149,7.402451520818244,7.402451520818244,7.402451520818244,1,0,1,0,1,0,1,0,1,0
3,2.75,2030,6840,1.0,0,3,7,1210,820,1979,0,98108,47.5413,-122.299,1910,6365,360000,24,10,0,35,4810,4455,7.615791072035833,7.098375638590786,7.554858521040676,1,0,1,0,1,0,0,1,0,1
4,2.5,2530,10155,2.0,0,3,8,2530,0,1998,0,98042,47.351,-122.146,2330,7205,350000,14,4,0,17,7625,4875,7.835974581721566,7.835974581721566,7.753623546559746,1,0,0,1,1,0,1,0,1,0
3,1.0,990,7420,1.0,0,5,6,990,0,1960,0,98002,47.2898,-122.221,1010,7420,208000,30,4,0,55,6430,6410,6.897704943128636,6.897704943128636,6.917705609835305,1,0,0,1,1,0,1,0,1,0
2,1.0,790,11234,1.0,0,4,6,790,0,1942,0,98166,47.4413,-122.349,1930,11871,250275,18,6,0,72,10444,9941,6.672032945461067,6.672032945461067,7.5652752818989315,1,0,1,0,1,0,1,0,0,1
2,1.0,790,11234,1.0,0,4,6,790,0,1942,0,98166,47.4413,-122.349,1930,11871,435000,28,4,0,73,10444,9941,6.672032945461067,6.672032945461067,7.5652752818989315,1,0,0,1,1,0,1,0,0,1
3,1.75,1800,7763,1.0,0,3,6,1470,330,1984,0,98030,47.3766,-122.184,1440,7483,270000,5,12,0,30,5963,6043,7.495541943884256,7.293017679772782,7.272398392570047,1,0,1,0,1,0,0,1,1,0
3,1.75,1650,12940,1.0,0,4,7,1650,0,1961,0,98028,47.7629,-122.268,2830,12600,438000,27,5,0,53,11290,9770,7.408530566894626,7.408530566894626,7.948031990637284,1,0,1,0,1,0,1,0,1,0
4,2.75,2340,6350,1.0,0,4,7,1310,1030,1974,0,98126,47.5559,-122.379,2020,6350,645000,4,5,0,41,4010,4330,7.757906208351747,7.177782416195197,7.61085279039525,1,0,0,1,1,0,0,1,0,1
4,2.5,2790,5423,2.0,0,3,9,2790,0,1999,0,98074,47.6085,-122.017,2450,6453,685100,30,10,0,15,2633,4003,7.933796874815411,7.933796874815411,7.803843303538772,1,0,1,0,1,0,1,0,1,0
7,3.0,2800,9569,1.0,2,3,7,1400,1400,1963,0,98056,47.5102,-122.183,2150,7333,350000,23,6,0,51,6769,5183,7.937374696163295,7.24422751560335,7.673223121121708,1,0,1,0,1,0,0,1,1,0
4,2.5,3030,3841,3.0,0,3,9,3030,0,2005,0,98117,47.6781,-122.369,1080,4922,880000,24,6,0,9,811,3842,8.016317898503415,8.016317898503415,6.984716320118266,1,0,1,0,1,0,1,0,0,1
4,2.5,1980,5000,2.0,0,3,8,1980,0,2008,0,98014,47.6492,-121.908,1400,8500,410500,19,4,0,7,3020,7100,7.590852123688581,7.590852123688581,7.24422751560335,1,0,0,1,1,0,1,0,1,0
4,2.5,3690,13609,2.0,2,3,10,3690,0,1996,0,98075,47.5872,-121.972,3600,13609,780000,23,10,0,18,9919,10009,8.213381737034572,8.213381737034572,8.1886891244442,1,0,1,0,1,0,1,0,1,0
5,4.5,3732,4426,2.5,0,3,10,2932,800,2001,0,98112,47.6189,-122.288,2950,4000,1230000,10,9,0,13,694,1050,8.224699561967235,7.983440063006542,7.989560449333865,1,0,1,0,1,0,0,1,0,1
2,1.75,1510,6852,1.0,0,3,8,1510,0,2005,0,98053,47.7073,-122.012,1510,5912,449000,13,11,0,9,5342,4402,7.31986492980897,7.31986492980897,7.31986492980897,1,0,1,0,1,0,1,0,1,0
3,1.75,2000,5000,1.0,0,4,7,1110,890,1921,0,98117,47.6859,-122.399,1750,5000,546000,14,5,0,93,3000,3250,7.600902459542082,7.01211529430638,7.467371066917559,1,0,1,0,1,0,0,1,0,1
3,2.0,1760,11410,1.0,0,5,7,1060,700,1977,0,98058,47.4528,-122.163,1680,9165,317000,16,5,0,37,9650,7485,7.473069088032197,6.966024187106113,7.426549072397305,1,0,1,0,1,0,0,1,1,0
3,1.0,1270,7566,1.0,0,4,7,1270,0,1958,0,98056,47.5074,-122.175,1780,7520,276900,25,6,0,56,6296,5740,7.146772179452637,7.146772179452637,7.484368643286131,1,0,1,0,1,0,1,0,1,0
5,2.0,2620,7030,1.0,0,3,8,1420,1200,1965,0,98133,47.7338,-122.352,1360,7964,399000,28,10,0,49,4410,6604,7.8709295967551425,7.258412150595307,7.215239978730097,1,0,1,0,1,0,0,1,0,1
5,2.75,2630,10165,1.0,0,4,8,1690,940,1976,0,98027,47.5196,-122.049,2440,10165,495000,8,8,0,38,7535,7725,7.874739125171811,7.432483807917119,7.799753318287247,1,0,1,0,1,0,0,1,1,0
3,1.75,2270,9000,1.0,0,4,8,1330,940,1978,0,98023,47.3077,-122.381,2090,8400,258000,8,8,0,36,6730,6310,7.727535110475448,7.1929342212158,7.644919344958857,1,0,1,0,1,0,0,1,1,0
3,2.75,1120,881,3.0,0,3,8,1120,0,1999,0,98103,47.6914,-122.343,1120,1087,265000,17,11,0,15,-239,-33,7.02108396428914,7.02108396428914,7.02108396428914,1,0,1,0,1,0,1,0,0,1
5,2.75,3030,7000,1.0,0,4,7,1540,1490,1978,0,98032,47.3661,-122.28,1790,7330,321000,24,4,0,37,3970,5540,8.016317898503415,7.339537695407674,7.489970898834801,1,0,0,1,1,0,0,1,1,0
5,2.25,2120,4000,1.5,0,4,7,1720,400,1910,0,98109,47.644,-122.353,1960,4000,682000,29,8,0,104,1880,2040,7.659171367666058,7.450079569807499,7.580699752224563,1,0,1,0,1,0,0,1,0,1
4,2.5,1720,5805,2.0,0,3,8,1720,0,2000,0,98092,47.3286,-122.208,2360,7700,295700,14,11,0,14,4085,5340,7.450079569807499,7.450079569807499,7.766416898019655,1,0,1,0,1,0,1,0,1,0
3,2.25,2010,11817,2.0,0,4,8,2010,0,1986,0,98029,47.5665,-122.023,2190,10168,530000,18,8,0,28,9807,7978,7.605890001053122,7.605890001053122,7.691656822810547,1,0,1,0,1,0,1,0,1,0
5,2.5,3150,5150,2.0,0,5,8,1870,1280,1907,2004,98118,47.5506,-122.269,1550,5150,614000,29,12,97,107,2000,3600,8.055157731819678,7.533693709848633,7.346010209913293,1,0,1,0,0,1,0,1,0,1
3,2.5,1690,6642,2.0,0,3,7,1690,0,2004,0,98053,47.6793,-122.033,2120,5080,467000,10,11,0,10,4952,2960,7.432483807917119,7.432483807917119,7.659171367666058,1,0,1,0,1,0,1,0,1,0
6,2.5,3300,13501,1.0,0,3,8,2060,1240,1980,0,98059,47.5116,-122.163,2060,8745,484000,13,8,0,34,10201,6685,8.101677747454572,7.630461261783627,7.630461261783627,1,0,1,0,1,0,0,1,1,0
3,2.5,1240,1115,3.0,0,3,8,1240,0,2003,0,98103,47.6985,-122.34,1410,1355,340000,13,11,0,11,-125,-55,7.122866658599083,7.122866658599083,7.251344983372214,1,0,1,0,1,0,1,0,0,1
3,2.5,2200,7201,2.0,0,3,8,2200,0,1994,0,98030,47.3821,-122.207,2250,7240,302495,23,12,0,20,5001,4990,7.696212639346407,7.696212639346407,7.718685495198466,1,0,1,0,1,0,1,0,1,0
3,1.75,1620,3360,1.0,0,5,7,980,640,1927,0,98117,47.6886,-122.361,1400,3840,532500,25,9,0,87,1740,2440,7.390181428226429,6.887552571664617,7.24422751560335,1,0,1,0,1,0,0,1,0,1
3,2.5,2420,9592,2.0,0,3,8,1780,640,1993,0,98059,47.5093,-122.153,2420,9145,441500,10,9,0,21,7172,6725,7.791522819150732,7.484368643286131,7.791522819150732,1,0,1,0,1,0,0,1,1,0
4,2.5,2680,8062,1.0,3,4,7,1530,1150,1967,0,98198,47.4132,-122.328,1920,8600,470000,24,7,0,47,5382,6680,7.893572073504902,7.333023014386481,7.560080465021827,1,0,1,0,1,0,0,1,0,1
4,3.25,4250,8570,2.0,0,3,9,4250,0,2004,0,98004,47.6154,-122.21,2830,12821,2300000,25,6,0,10,4320,9991,8.354674261918463,8.354674261918463,7.948031990637284,1,0,1,0,1,0,1,0,1,0
3,1.75,2300,12000,1.0,0,3,8,1770,530,1942,0,98133,47.7599,-122.343,2030,6000,320000,29,7,0,72,9700,3970,7.7406644019172415,7.478734825567875,7.615791072035833,1,0,1,0,1,0,0,1,0,1
2,2.0,920,1201,2.0,0,3,8,800,120,2009,0,98144,47.5926,-122.295,1150,1161,363000,3,11,0,5,281,11,6.824373670043086,6.684611727667927,7.047517221357296,1,0,1,0,1,0,0,1,0,1
4,2.25,2350,18600,2.0,0,4,9,2350,0,1977,0,98028,47.7473,-122.257,2880,14400,747500,7,7,0,37,16250,11520,7.762170607138205,7.762170607138205,7.965545573129992,1,0,1,0,1,0,1,0,1,0
2,2.5,2630,7957,2.0,0,3,8,2630,0,2003,0,98053,47.7106,-122.023,2305,7220,750000,23,7,0,11,5327,4915,7.874739125171811,7.874739125171811,7.742835955430749,1,0,1,0,1,0,1,0,1,0
4,3.0,2170,4000,2.0,0,4,9,1610,560,1982,2011,98112,47.6196,-122.292,1670,4000,831000,5,5,29,32,1830,2330,7.682482446534506,7.383989457978509,7.4205789054108,1,0,1,0,0,1,0,1,0,1
3,2.5,1700,4125,2.0,0,3,7,1700,0,2004,0,98065,47.5305,-121.854,1970,4105,403000,24,4,0,11,2425,2135,7.438383530044307,7.438383530044307,7.585788821732034,1,0,0,1,1,0,1,0,1,0
3,2.5,2470,4565,2.0,0,3,7,2470,0,2005,0,98056,47.514,-122.189,2470,5064,445000,8,8,0,9,2095,2594,7.8119734296220225,7.8119734296220225,7.8119734296220225,1,0,1,0,1,0,1,0,1,0
3,3.5,3110,14872,1.0,0,3,10,3110,0,2003,0,98004,47.6178,-122.209,3110,12433,2260000,9,2,0,12,11762,9323,8.04237800517328,8.04237800517328,8.04237800517328,1,0,0,1,1,0,1,0,1,0
3,2.0,1530,8925,1.0,0,3,7,1530,0,1977,0,98011,47.736,-122.199,2040,8856,371025,16,6,0,37,7395,6816,7.333023014386481,7.333023014386481,7.620705086838262,1,0,1,0,1,0,1,0,1,0
2,1.0,960,6250,1.0,0,3,6,960,0,1916,0,98136,47.5491,-122.386,1350,6250,355000,30,7,0,98,5290,4900,6.866933284461882,6.866933284461882,7.2078598714324755,1,0,1,0,1,0,1,0,0,1
4,2.75,2440,15349,2.0,1,4,7,2440,0,1957,0,98198,47.4117,-122.333,2280,9250,425000,5,6,0,57,12909,6970,7.799753318287247,7.799753318287247,7.731930721948486,1,0,1,0,1,0,1,0,0,1
3,1.75,2320,7875,1.0,0,3,8,1620,700,1967,0,98058,47.4524,-122.146,1990,9720,364808,13,3,0,48,5555,7730,7.749322464660356,7.390181428226429,7.595889917718538,1,0,0,1,1,0,0,1,1,0
3,2.25,1580,6561,1.0,0,3,8,1200,380,1981,0,98058,47.4394,-122.14,1710,7241,320000,13,1,0,34,4981,5531,7.365180126021013,7.090076835776092,7.444248649496705,1,0,0,1,1,0,0,1,1,0
4,2.5,2963,5797,2.0,0,3,9,2963,0,2006,0,98030,47.3831,-122.185,2665,6119,325000,14,10,0,8,2834,3454,7.993957547573565,7.993957547573565,7.887959336599945,1,0,1,0,1,0,1,0,1,0
3,2.25,2470,10290,2.0,0,3,8,2230,240,1984,0,98058,47.4459,-122.124,1970,10150,350000,4,9,0,30,7820,8180,7.8119734296220225,7.709756864454165,7.585788821732034,1,0,1,0,1,0,0,1,1,0
3,1.5,1370,10176,1.0,0,3,6,1370,0,1947,0,98168,47.4738,-122.263,1650,10176,170000,19,2,0,68,8806,8526,7.222566018822171,7.222566018822171,7.408530566894626,1,0,0,1,1,0,1,0,0,1
3,1.0,1130,7500,1.0,0,3,7,880,250,1947,0,98117,47.6973,-122.389,2190,5250,550000,10,12,0,67,6370,3060,7.029972911706386,6.779921907472252,7.691656822810547,1,0,1,0,1,0,0,1,0,1
3,1.0,1150,5120,1.0,0,4,6,800,350,1946,0,98116,47.5588,-122.392,1220,5120,420000,10,3,0,69,3970,3900,7.047517221357296,6.684611727667927,7.106606137727303,1,0,0,1,1,0,0,1,0,1
4,2.5,2190,7350,2.5,0,5,8,2190,0,1958,0,98040,47.5786,-122.236,1880,7350,925000,14,5,0,56,5160,5470,7.691656822810547,7.691656822810547,7.539027055823995,1,0,1,0,1,0,1,0,1,0
2,1.5,1490,4080,1.0,0,3,7,930,560,1956,0,98126,47.5344,-122.381,1320,4080,389250,6,6,0,58,2590,2760,7.306531398939505,6.835184586147301,7.1853870155804165,1,0,1,0,1,0,0,1,0,1
3,2.5,2600,10183,1.0,0,3,8,1300,1300,2004,0,98033,47.6984,-122.201,1860,10401,748000,1,5,0,11,7583,8541,7.863266724009573,7.170119543449628,7.528331766707247,1,0,0,1,1,0,0,1,1,0
3,1.75,1530,9600,1.0,0,3,7,1200,330,1988,0,98042,47.3594,-122.076,1680,9680,284000,24,3,0,27,8070,8000,7.333023014386481,7.090076835776092,7.426549072397305,1,0,0,1,1,0,0,1,1,0
4,2.0,1680,5000,1.0,0,3,7,980,700,1950,0,98115,47.6858,-122.286,1680,6000,588000,11,6,0,64,3320,4320,7.426549072397305,6.887552571664617,7.426549072397305,1,0,1,0,1,0,0,1,0,1
3,1.75,1680,8648,1.0,0,4,7,1680,0,1963,0,98133,47.7338,-122.332,1290,8147,372500,20,3,0,52,6968,6857,7.426549072397305,7.426549072397305,7.162397497355718,1,0,0,1,1,0,1,0,0,1
4,3.0,1900,7194,2.0,0,4,7,1900,0,1988,0,98042,47.3768,-122.117,1690,7194,285000,18,2,0,27,5294,5504,7.549609165154532,7.549609165154532,7.432483807917119,1,0,0,1,1,0,1,0,1,0
3,1.0,1570,9467,1.0,0,3,7,1570,0,1954,0,98177,47.7683,-122.359,1570,9100,360000,27,5,0,60,7897,7530,7.358830898342354,7.358830898342354,7.358830898342354,1,0,1,0,1,0,1,0,0,1
2,2.0,1350,4225,1.0,0,3,8,1350,0,2003,0,98053,47.7106,-122.03,1660,4225,428000,16,9,0,11,2875,2565,7.2078598714324755,7.2078598714324755,7.414572881350589,1,0,1,0,1,0,1,0,1,0
6,2.5,3010,17864,2.0,0,3,8,3010,0,1969,0,98177,47.7209,-122.372,2560,11532,847000,25,3,0,46,14854,8972,8.009695357742922,8.009695357742922,7.847762537473608,1,0,0,1,1,0,1,0,0,1
3,1.0,1010,7838,1.0,0,4,6,1010,0,1977,0,98019,47.7422,-121.981,1380,8128,316000,26,9,0,37,6828,6748,6.917705609835305,6.917705609835305,7.22983877815125,1,0,1,0,1,0,1,0,1,0
3,2.5,2050,7205,2.0,0,3,8,2050,0,2000,0,98003,47.3487,-122.304,2050,7264,375000,5,5,0,15,5155,5214,7.625595072132453,7.625595072132453,7.625595072132453,1,0,0,1,1,0,1,0,1,0
3,1.0,1670,4080,1.0,0,3,7,1170,500,1967,0,98115,47.6899,-122.321,1560,4080,533000,8,5,0,47,2410,2520,7.4205789054108,7.064759027791802,7.352441100243583,1,0,1,0,1,0,0,1,0,1
5,2.5,3840,16905,2.0,0,3,11,3840,0,1991,0,98023,47.2996,-122.342,3270,12133,556000,23,5,0,23,13065,8863,8.253227645581772,8.253227645581772,8.0925452638913,1,0,1,0,1,0,1,0,1,0
4,2.0,2220,14120,1.0,0,3,7,1200,1020,1966,0,98042,47.361,-122.116,1300,9709,225000,15,9,0,48,11900,8409,7.705262474866325,7.090076835776092,7.170119543449628,1,0,1,0,1,0,0,1,1,0
4,2.5,2590,9530,1.0,0,4,8,1640,950,1978,0,98155,47.7752,-122.285,2710,10970,537250,30,10,0,36,6940,8260,7.859413154693583,7.402451520818244,7.904703913873747,1,0,1,0,1,0,0,1,0,1
