bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price,day_bought,month_bought,year_bought,yr_diff_renovated,yr_diff_bought,sqrt_diff,sqrt_diff_15,yr_renovated_binary,basement_binary,zip_binary
3,2.0,1300,9644,1.0,0,0,3,7,1300,0,1994,0,98010,47.3131,-121.998,1430,9656,267000,14,4,2015,0,21,8344,8226,0,0,0
3,2.5,1670,6186,2.0,0,0,3,7,1670,0,2002,0,98038,47.3668,-122.031,2390,6924,289950,8,8,2014,0,12,4516,4534,0,0,0
2,1.0,960,4080,1.0,0,0,5,7,960,0,1911,0,98103,47.6893,-122.349,1300,4080,565000,28,7,2014,0,103,3120,2780,0,0,1
3,2.5,2140,2770,2.0,0,0,3,8,1770,370,2007,0,98052,47.6664,-122.131,2510,2708,636000,20,4,2015,0,8,630,198,0,1,0
5,3.0,2520,5500,1.0,0,0,3,8,1550,970,2004,0,98178,47.4938,-122.255,1700,8000,350000,18,9,2014,0,10,2980,6300,0,1,1
3,1.5,1650,9380,1.0,0,0,5,7,1130,520,1978,0,98058,47.4525,-122.162,1720,8856,320000,4,6,2014,0,36,7730,7136,0,1,0
2,1.75,1440,5680,1.0,0,0,4,8,1440,0,1978,0,98198,47.3825,-122.319,1320,3547,210000,13,6,2014,0,36,4240,2227,0,0,1
2,1.0,1050,5900,1.0,0,0,3,7,1050,0,1950,0,98126,47.5326,-122.376,1280,5900,245000,10,9,2014,0,64,4850,4620,0,0,1
3,1.75,1470,7650,1.0,0,0,3,7,1130,340,1983,0,98059,47.4818,-122.161,1590,7500,328000,6,11,2014,0,31,6180,5910,0,1,0
3,1.75,1970,7972,1.0,0,3,5,8,1370,600,1976,0,98055,47.4908,-122.225,2460,9796,501000,12,6,2014,0,38,6002,7336,0,1,0
3,2.25,1540,17424,2.0,0,0,3,7,1540,0,1992,0,98045,47.4429,-121.759,1560,11439,315000,17,9,2014,0,22,15884,9879,0,0,0
3,2.75,2090,8354,2.0,0,0,3,8,2090,0,2012,0,98019,47.7336,-121.965,2280,6348,403000,8,5,2014,0,2,6264,4068,0,0,0
4,2.5,2156,3562,2.0,0,0,3,9,2156,0,2012,0,98030,47.3591,-122.201,1708,3539,347500,13,1,2015,0,3,1406,1831,0,0,0
4,2.25,2070,8893,2.0,0,0,4,8,2070,0,1986,0,98058,47.4388,-122.162,2390,7700,365000,6,10,2014,0,28,6823,5310,0,0,0
3,1.0,1910,8167,1.0,0,0,4,8,1270,640,1951,0,98117,47.7004,-122.368,1500,6816,588000,24,2,2015,0,64,6257,5316,0,1,1
3,1.75,1920,7400,1.0,0,0,4,8,1260,660,1977,0,98006,47.5633,-122.131,2360,8048,605000,20,8,2014,0,37,5480,5688,0,1,0
3,3.25,3400,5979,2.0,0,0,4,9,2290,1110,1937,0,98105,47.6585,-122.273,3090,6435,1300000,13,11,2014,0,77,2579,3345,0,1,1
3,2.0,1400,9177,1.0,0,0,3,7,1400,0,1974,0,98001,47.3415,-122.272,2020,8547,233000,19,11,2014,0,40,7777,6527,0,0,0
2,1.75,1170,4887,1.0,0,0,3,6,1020,150,1929,0,98117,47.695,-122.366,1170,5441,459000,15,12,2014,0,85,3717,4271,0,1,1
3,1.0,1160,9750,1.0,0,0,3,7,1160,0,1967,0,98077,47.7422,-122.073,1160,9650,305000,17,9,2014,0,47,8590,8490,0,0,0
3,1.0,1500,4000,1.0,0,0,3,6,900,600,1925,0,98117,47.6921,-122.38,950,4000,395000,20,6,2014,0,89,2500,3050,0,1,1
4,2.5,2940,6000,2.0,0,0,3,8,2940,0,2000,0,98011,47.7533,-122.198,2510,6600,560000,23,1,2015,0,15,3060,4090,0,0,0
4,1.75,2010,5070,1.0,0,1,4,7,1300,710,1963,0,98116,47.5793,-122.402,2180,5400,650000,14,7,2014,0,51,3060,3220,0,1,1
3,2.5,2170,4912,2.0,0,0,3,7,2170,0,2003,0,98028,47.7767,-122.239,2010,4395,449950,5,6,2014,0,11,2742,2385,0,0,0
3,1.5,1430,5200,1.0,0,3,4,7,1250,180,1940,0,98117,47.6988,-122.387,2210,6240,517500,24,2,2015,0,75,3770,4030,0,1,1
4,1.5,1510,6460,1.0,0,0,3,7,1070,440,1970,0,98034,47.7121,-122.214,1450,6630,435000,3,9,2014,0,44,4950,5180,0,1,0
3,1.0,1150,6908,1.0,0,0,3,6,800,350,1952,0,98155,47.7447,-122.313,1150,6908,329999,9,4,2015,0,63,5758,5758,0,1,1
3,1.75,2150,4200,1.0,0,4,5,8,1140,1010,1960,0,98116,47.5671,-122.405,2510,7500,950000,10,12,2014,0,54,2050,4990,0,1,1
3,1.0,1370,6001,1.0,0,0,5,7,1230,140,1944,0,98108,47.5646,-122.317,1370,5520,447000,30,7,2014,0,70,4631,4150,0,1,1
2,2.5,2380,6600,1.0,0,0,3,8,2380,0,2010,0,98053,47.717,-122.02,1870,6600,699800,28,8,2014,0,4,4220,4730,0,0,0
3,1.75,1370,3850,1.0,0,0,5,7,770,600,1911,1988,98112,47.6374,-122.279,1390,3600,850000,3,6,2014,77,103,2480,2210,1,1,1
3,1.75,1600,14250,1.0,0,0,3,7,1070,530,1979,0,98023,47.3272,-122.355,2140,14960,316500,2,9,2014,0,35,12650,12820,0,1,0
5,3.5,3750,9612,1.0,0,2,4,9,2030,1720,1981,0,98006,47.5511,-122.157,3270,9688,942500,15,7,2014,0,33,5862,6418,0,1,0
2,2.25,3950,3938,2.0,0,4,3,10,2910,1040,1991,0,98116,47.5912,-122.384,3220,4500,1310000,21,1,2015,0,24,-12,1280,0,1,1
4,2.25,2400,13430,1.0,0,0,4,9,2400,0,1964,0,98005,47.5987,-122.178,2580,10077,856600,2,2,2015,0,51,11030,7497,0,0,0
5,1.5,2830,4000,2.5,0,0,4,8,2830,0,1918,0,98118,47.5132,-122.262,1480,4000,405600,24,10,2014,0,96,1170,2520,0,0,1
3,2.25,1190,1149,2.0,0,0,3,8,1050,140,2008,0,98116,47.5818,-122.387,1210,1316,400000,11,9,2014,0,6,-41,106,0,1,1
4,2.75,2730,4683,2.0,0,0,3,7,2730,0,2005,0,98038,47.3608,-122.043,2230,4924,374950,27,2,2015,0,10,1953,2694,0,0,0
3,2.75,2390,7939,1.0,0,0,5,7,1610,780,1983,0,98056,47.4987,-122.166,1920,7939,405300,17,12,2014,0,31,5549,6019,0,1,0
4,2.25,2490,9864,1.0,0,0,4,8,1290,1200,1961,0,98004,47.6051,-122.195,2360,9864,824000,24,3,2015,0,54,7374,7504,0,1,0
3,1.75,1100,10968,1.0,0,0,5,7,1100,0,1984,0,98042,47.363,-122.08,1400,7799,260000,16,7,2014,0,30,9868,6399,0,0,0
4,2.5,2430,6099,1.0,0,0,5,8,1470,960,1965,0,98115,47.6777,-122.287,2180,6099,760000,7,1,2015,0,50,3669,3919,0,1,1
3,2.5,3170,12750,2.0,0,0,3,10,2360,810,1995,0,98023,47.3384,-122.336,2970,13125,405000,24,6,2014,0,19,9580,10155,0,1,0
4,2.5,2640,8625,2.0,0,0,3,8,2640,0,1987,0,98058,47.4598,-122.15,2240,8700,429900,19,6,2014,0,27,5985,6460,0,0,0
3,1.5,1130,7223,1.0,0,0,4,7,1130,0,1961,0,98056,47.5089,-122.189,1320,7356,341500,13,11,2014,0,53,6093,6036,0,0,0
5,2.0,1940,7642,1.5,0,0,3,7,1940,0,1957,0,98177,47.7751,-122.38,1940,8724,465250,12,6,2014,0,57,5702,6784,0,0,1
2,2.0,1100,3000,1.5,0,0,3,7,1100,0,1912,2005,98117,47.6797,-122.362,1390,4000,450000,6,5,2014,93,102,1900,2610,1,0,1
3,1.0,1200,10800,1.0,0,0,4,7,1200,0,1955,0,98006,47.5771,-122.144,1370,9950,390000,9,2,2015,0,60,9600,8580,0,0,0
3,2.25,2000,8030,1.0,0,0,4,8,1000,1000,1963,0,98008,47.6188,-122.114,2070,8250,420000,2,5,2014,0,51,6030,6180,0,1,0
3,2.5,1890,4838,2.0,0,0,3,8,1730,160,2002,0,98168,47.4802,-122.279,1910,7409,269950,15,6,2014,0,12,2948,5499,0,1,1
4,2.0,1910,2874,1.0,0,0,3,7,1060,850,1910,0,98122,47.6101,-122.295,1520,2874,493000,16,10,2014,0,104,964,1354,0,1,1
4,2.5,2710,5880,2.0,0,0,3,9,2710,0,1998,0,98092,47.3314,-122.172,2520,6000,370000,15,5,2014,0,16,3170,3480,0,0,0
5,4.25,4860,9453,1.5,0,1,5,10,3100,1760,1905,0,98112,47.6196,-122.286,3150,8557,2250000,12,6,2014,0,109,4593,5407,0,1,1
3,1.75,1590,8219,1.5,0,0,5,6,970,620,1938,0,98034,47.7146,-122.217,2030,7504,400000,12,6,2014,0,76,6629,5474,0,1,0
3,1.5,1240,1221,2.0,0,0,3,8,1050,190,2009,0,98133,47.7073,-122.356,1180,887,320000,18,11,2014,0,5,-19,-293,0,1,1
4,1.0,2000,4800,2.0,0,0,4,7,2000,0,1911,0,98103,47.6583,-122.351,1260,1452,715000,21,1,2015,0,104,2800,192,0,0,1
6,2.75,3610,10003,1.5,0,0,4,8,3610,0,1966,0,98008,47.6261,-122.125,2560,10004,650000,2,12,2014,0,48,6393,7444,0,0,0
5,1.75,1930,8040,1.0,0,0,4,8,1930,0,1966,0,98023,47.3109,-122.376,2370,8000,218000,4,3,2015,0,49,6110,5630,0,0,0
2,1.0,1280,5400,1.0,0,0,3,7,1280,0,1964,0,98117,47.6949,-122.371,1540,5670,500000,15,4,2015,0,51,4120,4130,0,0,1
3,1.5,1940,9887,1.0,0,0,4,7,1140,800,1969,0,98003,47.3289,-122.327,1410,9936,232500,9,7,2014,0,45,7947,8526,0,1,0
3,2.5,1800,5761,2.0,0,0,4,7,1800,0,1990,0,98106,47.5293,-122.363,1800,5952,408200,16,5,2014,0,24,3961,4152,0,0,1
3,1.75,1730,8400,1.0,0,0,4,7,1400,330,1980,0,98052,47.6792,-122.115,1830,8636,522000,11,6,2014,0,34,6670,6806,0,1,0
4,2.5,2810,11120,2.0,0,0,3,9,2810,0,1982,0,98074,47.6337,-122.044,3100,12672,675000,23,6,2014,0,32,8310,9572,0,0,0
4,3.5,3550,11000,1.0,0,2,3,11,2260,1290,1999,0,98006,47.5506,-122.134,4100,10012,1360000,9,7,2014,0,15,7450,5912,0,1,0
4,1.0,1330,7980,1.5,0,0,3,6,1330,0,1952,0,98168,47.492,-122.333,1570,8588,249950,9,10,2014,0,62,6650,7018,0,0,1
4,1.0,1760,7216,1.0,0,0,3,7,1090,670,1947,0,98133,47.7041,-122.355,1180,3844,429950,11,7,2014,0,67,5456,2664,0,1,1
4,2.0,1740,9000,1.0,0,0,5,8,1740,0,1958,0,98033,47.6815,-122.198,1850,7700,710000,26,9,2014,0,56,7260,5850,0,0,0
3,2.5,2100,4700,2.0,0,0,3,8,2100,0,1999,0,98065,47.5341,-121.867,2100,4700,470000,20,10,2014,0,15,2600,2600,0,0,0
3,2.0,1340,2720,1.5,0,0,3,7,1340,0,1913,0,98103,47.6518,-122.335,2030,4590,650000,15,8,2014,0,101,1380,2560,0,0,1
4,2.5,3190,8684,1.0,0,3,5,9,1680,1510,1967,0,98006,47.5619,-122.162,3160,8684,1220000,19,5,2014,0,47,5494,5524,0,1,0
3,2.5,1630,4534,2.0,0,0,3,8,1630,0,1987,0,98034,47.7148,-122.205,1380,4779,422120,15,1,2015,0,28,2904,3399,0,0,0
5,2.5,2990,15085,2.0,0,0,3,9,2990,0,2007,0,98011,47.746,-122.218,3150,13076,625000,7,1,2015,0,8,12095,9926,0,0,0
4,1.0,1550,7740,1.5,0,0,3,6,1550,0,1954,0,98126,47.5222,-122.375,1220,7740,385200,6,6,2014,0,60,6190,6520,0,0,1
3,2.25,1690,4964,2.0,0,0,3,8,1690,0,1989,0,98029,47.5756,-122.01,1800,5036,500000,14,4,2015,0,26,3274,3236,0,0,0
4,2.25,1960,12243,2.0,0,0,3,8,1960,0,1989,0,98042,47.3405,-122.058,1910,12230,308000,18,11,2014,0,25,10283,10320,0,0,0
3,2.75,2390,9966,1.0,0,0,5,8,1360,1030,1977,0,98006,47.5433,-122.185,2140,10713,565000,5,6,2014,0,37,7576,8573,0,1,0
3,2.5,2600,4438,2.0,0,0,3,7,2600,0,2004,0,98053,47.6799,-122.034,2600,4904,581000,8,9,2014,0,10,1838,2304,0,0,0
3,2.0,1950,8698,1.0,0,0,3,8,1950,0,1999,0,98042,47.39,-122.153,2330,7212,361000,6,8,2014,0,15,6748,4882,0,0,0
3,1.0,1250,7210,1.0,0,0,4,7,1250,0,1964,0,98008,47.6329,-122.121,1530,8800,345000,22,1,2015,0,51,5960,7270,0,0,0
2,2.25,1180,1253,2.0,0,0,3,8,840,340,2008,0,98122,47.6124,-122.309,1310,1963,419000,16,10,2014,0,6,73,653,0,1,1
3,2.5,1680,4308,2.0,0,0,3,7,1680,0,2004,0,98056,47.4802,-122.179,2160,4182,347000,12,5,2015,0,11,2628,2022,0,0,0
3,3.25,2660,17852,2.5,0,0,3,8,2660,0,2014,0,98010,47.3077,-122.011,1320,11876,379000,23,12,2014,0,0,15192,10556,0,0,0
3,1.5,1150,3323,2.0,0,0,3,7,1150,0,1988,0,98029,47.5707,-122.017,1150,2980,310000,22,12,2014,0,26,2173,1830,0,0,0
2,2.0,1130,5500,1.0,0,0,4,6,1130,0,1941,0,98030,47.3839,-122.225,1320,6600,250000,13,5,2015,0,74,4370,5280,0,0,0
5,2.75,2760,5000,2.0,0,0,3,9,2760,0,2005,0,98059,47.539,-122.188,2870,5030,682000,14,8,2014,0,9,2240,2160,0,0,0
3,2.0,1430,8919,1.0,0,0,3,7,1430,0,1992,0,98022,47.2118,-121.983,1580,8919,246500,21,7,2014,0,22,7489,7339,0,0,0
4,2.5,2030,4997,2.0,0,0,3,8,2030,0,2004,0,98031,47.393,-122.184,2095,5500,310950,6,8,2014,0,10,2967,3405,0,0,0
3,2.0,3010,5000,2.0,0,2,5,9,1890,1120,1931,0,98199,47.6347,-122.396,2688,5000,1100000,1,9,2014,0,83,1990,2312,0,1,1
3,1.0,1810,7200,1.0,0,0,4,7,1130,680,1954,0,98133,47.7493,-122.351,1810,8100,287500,2,10,2014,0,60,5390,6290,0,1,1
3,1.0,1810,7200,1.0,0,0,4,7,1130,680,1954,0,98133,47.7493,-122.351,1810,8100,431000,18,2,2015,0,61,5390,6290,0,1,1
3,1.0,970,5000,1.0,0,0,3,6,970,0,1968,0,98118,47.5282,-122.279,1290,5875,226000,22,8,2014,0,46,4030,4585,0,0,1
3,1.75,2010,3090,1.5,0,0,5,7,1510,500,1926,0,98103,47.682,-122.348,1600,3150,825000,12,5,2015,0,89,1080,1550,0,1,1
4,1.0,1300,6030,1.5,0,0,3,6,1300,0,1947,0,98168,47.4778,-122.286,1240,6900,175000,11,9,2014,0,67,4730,5660,0,0,1
3,1.5,1260,10350,1.0,0,0,3,7,1260,0,1959,0,98008,47.6357,-122.123,1800,10350,465750,15,5,2014,0,55,9090,8550,0,0,0
3,1.75,1910,5753,1.0,0,3,3,8,1110,800,1941,0,98115,47.6898,-122.327,1630,5580,595000,10,2,2015,0,74,3843,3950,0,1,1
3,2.25,1780,16290,2.0,0,0,4,8,1780,0,1987,0,98058,47.4622,-122.127,1780,8810,350000,26,6,2014,0,27,14510,7030,0,0,0
4,2.25,1900,8600,1.0,0,0,4,8,1900,0,1975,0,98023,47.3102,-122.381,2120,8000,270000,6,6,2014,0,39,6700,5880,0,0,0
3,1.75,1920,11340,1.0,0,0,4,7,1230,690,1977,0,98023,47.3272,-122.362,1980,9638,324500,17,3,2015,0,38,9420,7658,0,1,0
2,1.75,1350,4003,1.0,0,0,3,8,1350,0,2004,0,98053,47.7176,-122.033,1350,4479,430000,18,7,2014,0,10,2653,3129,0,0,0
2,1.75,1350,4003,1.0,0,0,3,8,1350,0,2004,0,98053,47.7176,-122.033,1350,4479,419950,13,5,2015,0,11,2653,3129,0,0,0
4,1.75,2510,7440,1.0,0,2,4,8,1290,1220,1962,0,98032,47.3748,-122.276,1790,8000,285000,28,7,2014,0,52,4930,6210,0,1,0
4,2.5,2470,7780,2.0,0,0,3,8,2470,0,2002,0,98092,47.3337,-122.191,2100,5972,332000,7,1,2015,0,13,5310,3872,0,0,0
4,1.75,1660,10725,1.0,0,0,3,7,960,700,1956,0,98168,47.5033,-122.3,1340,9023,282000,15,12,2014,0,58,9065,7683,0,1,1
3,1.0,1340,5175,1.0,0,0,3,7,940,400,1987,0,98133,47.7321,-122.34,1020,5500,320000,18,11,2014,0,27,3835,4480,0,1,1
4,3.5,2000,2309,3.0,0,0,3,8,2000,0,2008,0,98177,47.7027,-122.361,1440,1548,456500,9,12,2014,0,6,309,108,0,0,1
3,2.25,1640,11050,1.0,0,0,4,8,1640,0,1972,0,98059,47.4723,-122.121,1870,11050,352000,9,5,2014,0,42,9410,9180,0,0,0
4,2.0,1530,4080,1.5,0,0,4,7,1530,0,1912,0,98105,47.6645,-122.325,1860,4080,664000,25,11,2014,0,102,2550,2220,0,0,1
3,1.75,4000,11894,1.0,0,0,3,9,2190,1810,1987,0,98011,47.7738,-122.203,2530,8650,628000,22,7,2014,0,27,7894,6120,0,1,0
3,1.75,1610,12555,1.0,0,0,3,7,1080,530,1977,0,98052,47.6618,-122.136,1780,10374,512000,4,3,2015,0,38,10945,8594,0,1,0
3,2.0,2070,9000,1.0,0,0,4,7,1450,620,1969,0,98023,47.3085,-122.376,1630,7885,254000,11,12,2014,0,45,6930,6255,0,1,0
4,2.5,1900,5790,2.0,0,0,3,8,1900,0,1994,0,98029,47.5691,-121.996,2030,5790,535800,21,5,2014,0,20,3890,3760,0,0,0
3,2.5,1520,1304,2.0,0,0,3,8,1180,340,2006,0,98136,47.5446,-122.385,1270,1718,438000,31,7,2014,0,8,-216,448,0,1,1
5,2.75,2400,8050,2.0,0,0,3,8,2400,0,1998,0,98092,47.2635,-122.209,2400,8050,327000,27,6,2014,0,16,5650,5650,0,0,0
4,2.5,1790,6120,2.0,0,0,3,7,1790,0,2005,0,98059,47.4829,-122.128,1950,5660,370500,12,8,2014,0,9,4330,3710,0,0,0
3,2.5,1720,6271,2.0,0,0,3,7,1720,0,1993,0,98038,47.3898,-122.049,1570,6587,265000,22,10,2014,0,21,4551,5017,0,0,0
4,2.75,2980,13260,1.0,0,0,4,8,1800,1180,1979,0,98056,47.5152,-122.197,1920,10731,450000,10,3,2015,0,36,10280,8811,0,1,0
3,1.75,1150,8690,1.0,0,0,4,7,1150,0,1977,0,98042,47.3729,-122.115,1330,7040,166600,13,11,2014,0,37,7540,5710,0,0,0
1,0.75,380,15000,1.0,0,0,3,5,380,0,1963,0,98168,47.481,-122.323,1170,15000,245000,20,6,2014,0,51,14620,13830,0,0,1
3,1.0,910,5212,1.0,0,0,3,7,910,0,1951,0,98115,47.6742,-122.284,1520,6300,565000,8,5,2015,0,64,4302,4780,0,0,1
3,1.75,1650,10150,1.0,0,0,3,8,1230,420,1976,0,98033,47.6963,-122.169,1930,8958,539900,11,8,2014,0,38,8500,7028,0,1,0
3,3.5,2480,3200,2.0,0,0,3,10,2480,0,2010,0,98144,47.5951,-122.307,1980,3200,910000,3,3,2015,0,5,720,1220,0,0,1
4,2.5,2050,7416,2.0,0,0,3,8,2050,0,1990,0,98092,47.2658,-122.219,2050,7920,280000,4,11,2014,0,24,5366,5870,0,0,0
3,2.25,1420,8549,2.0,0,0,4,7,1420,0,1989,0,98038,47.3576,-122.039,1560,7471,275000,13,3,2015,0,26,7129,5911,0,0,0
3,2.5,3460,6590,2.0,0,0,3,7,3460,0,2001,0,98056,47.4802,-122.188,2490,6312,467000,27,4,2015,0,14,3130,3822,0,0,0
3,2.5,1500,4445,2.0,0,0,3,8,1500,0,1996,0,98029,47.5682,-122.005,1730,4408,457500,31,7,2014,0,18,2945,2678,0,0,0
2,1.0,1320,3090,1.0,0,0,4,7,1320,0,1908,0,98118,47.5517,-122.276,1270,4120,381156,26,12,2014,0,106,1770,2850,0,0,1
5,2.5,2180,8240,1.0,0,0,4,8,1220,960,1977,0,98092,47.3122,-122.191,2050,7590,289999,23,4,2015,0,38,6060,5540,0,1,0
3,1.75,1830,4160,1.0,0,0,3,7,1230,600,1919,0,98144,47.5962,-122.288,1950,4160,642450,22,4,2015,0,96,2330,2210,0,1,1
3,2.25,1620,8701,1.0,0,0,3,7,1220,400,1962,0,98007,47.6071,-122.137,1600,7910,469950,19,9,2014,0,52,7081,6310,0,1,0
3,2.0,2920,13650,1.0,0,2,5,8,1460,1460,1975,0,98033,47.6652,-122.188,2920,10988,795000,5,3,2015,0,40,10730,8068,0,1,0
4,2.5,3300,10514,2.0,0,0,3,10,3300,0,1984,0,98074,47.6323,-122.036,2820,11462,785000,11,2,2015,0,31,7214,8642,0,0,0
3,2.25,3060,12095,2.0,0,0,3,10,3060,0,1983,0,98006,47.5611,-122.106,3060,11455,860000,30,5,2014,0,31,9035,8395,0,0,0
3,1.0,1530,8498,1.0,0,0,3,7,1530,0,1959,0,98031,47.404,-122.203,1380,8498,147500,13,2,2015,0,56,6968,7118,0,0,0
3,2.0,1910,11576,1.0,0,0,3,7,1410,500,1978,0,98011,47.7356,-122.198,2040,8750,390000,25,11,2014,0,36,9666,6710,0,1,0
3,1.0,1020,8100,1.0,0,0,3,7,1020,0,1954,0,98198,47.3586,-122.314,1020,8100,229000,19,12,2014,0,60,7080,7080,0,0,1
3,1.0,1150,8100,1.0,0,0,3,6,1150,0,1932,0,98168,47.494,-122.307,1120,8100,185000,15,5,2014,0,82,6950,6980,0,0,1
3,1.5,1260,9570,1.0,0,0,3,7,870,390,1941,0,98115,47.7004,-122.305,1620,7000,414900,26,8,2014,0,73,8310,5380,0,1,1
4,2.0,1920,4822,1.0,0,0,2,6,920,1000,1914,0,98136,47.5507,-122.381,1120,4822,200000,12,2,2015,0,101,2902,3702,0,1,1
4,2.25,1800,9350,1.0,0,0,3,8,1800,0,1969,0,98092,47.2959,-122.191,2060,8800,225000,21,10,2014,0,45,7550,6740,0,0,0
3,1.75,2040,4000,2.0,0,0,5,7,1360,680,1924,0,98105,47.6675,-122.289,1610,4000,720000,12,9,2014,0,90,1960,2390,0,1,1
4,2.5,2200,4000,2.0,0,0,5,8,1430,770,1908,0,98119,47.6402,-122.37,2100,4000,930000,3,6,2014,0,106,1800,1900,0,1,1
5,3.25,2400,3118,2.0,0,0,4,7,1780,620,1928,0,98122,47.6094,-122.291,2100,3941,700000,11,11,2014,0,86,718,1841,0,1,1
2,1.5,1140,1058,3.0,0,0,3,7,1140,0,2005,0,98103,47.6608,-122.333,1170,1116,466000,15,7,2014,0,9,-82,-54,0,0,1
3,1.5,1330,10640,1.0,0,0,3,7,1330,0,1976,0,98011,47.7364,-122.193,1460,8520,374000,25,8,2014,0,38,9310,7060,0,0,0
3,2.5,1940,10035,2.0,0,0,4,8,1940,0,1994,0,98072,47.7438,-122.172,2810,8333,480000,16,7,2014,0,20,8095,5523,0,0,0
4,1.0,1820,5400,1.5,0,0,3,8,1820,0,1923,2014,98102,47.6476,-122.318,1820,5400,1010000,10,11,2014,91,91,3580,3580,1,0,1
4,2.5,2910,5000,2.0,0,0,3,8,2910,0,2002,0,98042,47.3782,-122.127,2740,5045,395000,30,5,2014,0,12,2090,2305,0,0,0
2,1.0,1090,6771,1.0,0,0,3,6,1090,0,1954,0,98106,47.5185,-122.352,1200,4992,340000,25,7,2014,0,60,5681,3792,0,0,1
3,2.0,1230,1340,2.0,0,0,3,7,1020,210,2003,0,98106,47.526,-122.361,1260,1312,209000,11,8,2014,0,11,110,52,0,1,1
5,2.5,1710,7700,1.5,0,0,3,7,1710,0,1962,0,98007,47.5922,-122.146,1530,7700,431650,14,11,2014,0,52,5990,6170,0,0,0
5,2.5,3160,11470,1.0,0,0,4,9,1780,1380,1971,0,98040,47.5368,-122.216,3260,11470,980000,8,5,2014,0,43,8310,8210,0,1,0
4,2.25,2190,9009,2.0,0,0,4,8,1840,350,1977,0,98033,47.6916,-122.188,2190,10251,730000,11,3,2015,0,38,6819,8061,0,1,0
3,1.75,1260,9600,1.0,0,0,4,7,1260,0,1988,0,98042,47.3592,-122.076,1640,9946,291500,14,4,2015,0,27,8340,8306,0,0,0
4,3.5,2970,14486,2.0,0,0,3,9,2340,630,1997,0,98040,47.5627,-122.215,3680,14486,905000,20,6,2014,0,17,11516,10806,0,1,0
4,3.5,3810,13592,1.0,0,1,3,9,2560,1250,2013,0,98056,47.5134,-122.2,3230,9311,839900,9,5,2014,0,1,9782,6081,0,1,0
1,1.5,1010,1157,2.0,0,0,3,8,950,60,2007,0,98126,47.5492,-122.372,1360,1688,200000,14,7,2014,0,7,147,328,0,1,1
3,2.0,1480,6698,1.0,0,0,4,7,1080,400,1979,0,98058,47.4614,-122.168,1850,7348,300000,18,2,2015,0,36,5218,5498,0,1,0
3,1.75,1250,6041,1.5,0,0,5,7,1250,0,1942,0,98115,47.69,-122.304,1180,6042,530000,3,6,2014,0,72,4791,4862,0,0,1
3,2.25,1654,8479,2.0,0,0,3,7,1654,0,1995,0,98038,47.3627,-122.037,1654,8479,314950,26,3,2015,0,20,6825,6825,0,0,0
3,1.75,1410,9315,1.0,0,0,5,7,1410,0,1960,0,98031,47.3969,-122.198,1630,8250,255000,7,10,2014,0,54,7905,6620,0,0,0
5,2.75,2160,5720,1.0,0,0,5,7,1500,660,1950,0,98144,47.5728,-122.304,2160,4996,550000,16,10,2014,0,64,3560,2836,0,1,1
3,1.0,1400,4800,1.0,0,0,4,6,700,700,1917,0,98136,47.5499,-122.391,1470,6000,435000,6,8,2014,0,97,3400,4530,0,1,1
3,1.75,1420,8738,1.0,0,0,4,7,1420,0,1966,0,98002,47.3113,-122.207,1660,8738,234000,24,11,2014,0,48,7318,7078,0,0,0
4,2.25,2500,10062,1.0,0,0,3,8,1600,900,1975,0,98052,47.639,-122.1,2500,9750,615000,10,10,2014,0,39,7562,7250,0,1,0
3,2.0,1410,8384,1.0,0,0,3,7,1410,0,1985,0,98001,47.3315,-122.263,1410,9205,205000,10,9,2014,0,29,6974,7795,0,0,0
4,1.75,2100,7135,1.0,0,0,4,7,1050,1050,1955,0,98106,47.5353,-122.349,1730,4000,384000,19,9,2014,0,59,5035,2270,0,1,1
3,2.5,1750,7208,2.0,0,0,3,8,1750,0,1994,0,98055,47.4315,-122.192,2050,7524,324000,22,5,2014,0,20,5458,5474,0,0,0
3,1.75,2070,5500,1.0,0,0,4,7,1130,940,1946,0,98115,47.6733,-122.301,1800,4400,645000,22,7,2014,0,68,3430,2600,0,1,1
3,3.25,1570,1777,2.0,0,0,3,8,1260,310,2007,0,98107,47.6655,-122.369,1000,1777,570000,23,10,2014,0,7,207,777,0,1,1
3,2.5,1920,5322,2.0,0,0,3,8,1920,0,1999,0,98031,47.4095,-122.195,1920,5000,324000,10,12,2014,0,15,3402,3080,0,0,0
2,1.0,1000,10320,1.0,0,0,3,6,1000,0,1943,0,98106,47.527,-122.356,1100,5160,270000,28,8,2014,0,71,9320,4060,0,0,1
5,1.5,2120,7700,1.5,0,0,5,7,2120,0,1962,0,98058,47.4599,-122.172,1730,7700,290000,19,5,2014,0,52,5580,5970,0,0,0
3,2.0,1440,9220,1.0,0,0,3,7,1440,0,1965,0,98198,47.3702,-122.317,1390,7830,250000,30,6,2014,0,49,7780,6440,0,0,1
3,1.5,1340,8450,1.0,0,0,4,7,1340,0,1958,0,98188,47.4405,-122.28,1340,8920,255000,18,3,2015,0,57,7110,7580,0,0,1
3,2.25,2380,11824,1.0,0,0,4,9,1450,930,1972,0,98040,47.5371,-122.218,2750,11491,800000,23,6,2014,0,42,9444,8741,0,1,0
